year,state_fips,county_fips,county_name,pct_continuous,rotation_pixel_count
2010,37,161,Rutherford,0.1726055970797844,68
2010,37,193,Wilkes,0.0221700573813249,47
2010,37,125,Moore,0.3920695867674272,488
2010,37,153,Richmond,0.1985314263795276,296
2010,37,93,Hoke,0.45713673943822,913
2010,37,165,Scotland,0.6003318677178483,993
2010,37,155,Robeson,0.5367276671949831,5979
2010,37,1,Alamance,0.2160634643973958,317
2010,37,151,Randolph,0.2584097232391272,676
2010,37,81,Guilford,0.1798985606579849,733
2010,37,157,Rockingham,0.0876494023904382,463
2010,37,171,Surry,0.0800396399372367,486
2010,37,57,Davidson,0.1780039021461803,666
2010,37,169,Stokes,0.085243892247263,141
2010,37,67,Forsyth,0.1064253651216641,321
2010,37,197,Yadkin,0.1709049537222102,909
2010,37,59,Davie,0.1229182409688214,423
2010,37,27,Caldwell,0.0,19
2010,37,3,Alexander,0.1442256707554173,111
2010,37,35,Catawba,0.1978679147165887,385
2010,37,23,Burke,0.2832546514856984,29
2010,37,111,McDowell,0.081081081081081,37
2010,37,29,Camden,0.4541012527751347,1994
2010,37,139,Pasquotank,0.3757924481339951,3492
2010,37,143,Perquimans,0.4128508342965533,2810
2010,37,177,Tyrrell,0.1475277497477295,1475
2010,37,55,Dare,0.6581196581196581,117
2010,37,73,Gates,0.4469431823484742,939
2010,37,53,Currituck,0.5424211498011658,1472
2010,37,19,Brunswick,0.3355665035513482,712
2010,37,31,Carteret,0.1409776542573458,1050
2010,37,137,Pamlico,0.2689751645585665,869
2010,37,49,Craven,0.2616906495455453,1720
2010,37,103,Jones,0.1610983296859511,1067
2010,37,85,Harnett,0.4874661352613245,2418
2010,37,63,Durham,0.0851419031719532,49
2010,37,145,Person,0.1920126671358198,562
2010,37,135,Orange,0.1942467675654004,199
2010,37,181,Vance,0.364927197679828,815
2010,37,77,Granville,0.0782063388295682,494
2010,37,69,Franklin,0.3684549758589977,1360
2010,37,101,Johnston,0.50224262545748,5622
2010,37,183,Wake,0.4820379864571585,1771
2010,37,105,Lee,0.3557502416067901,583
2010,37,131,Northampton,0.3988194782736796,2369
2010,37,83,Halifax,0.4113681246770827,2191
2010,37,127,Nash,0.5292089531831446,3227
2010,37,65,Edgecombe,0.4699398410692175,3076
2010,37,195,Wilson,0.4489559003254372,2873
2010,37,163,Sampson,0.3944680092971605,5694
2010,37,185,Warren,0.3703659355591072,767
2010,37,187,Washington,0.1416131352261397,1938
2010,37,61,Duplin,0.3695972746030541,4213
2010,37,91,Hertford,0.3697424865602149,945
2010,37,17,Bladen,0.3728086287668483,2087
2010,37,95,Hyde,0.069043829984749,1436
2010,37,15,Bertie,0.4257798766532614,1741
2010,37,79,Greene,0.515398247724248,2239
