year,period,state_fips,county_fips,county_name,ndvi_mean_s2,crop_pixel_count_s2,ndvi_mean_modis,crop_pixel_count_modis
2019,jun,19,015,Boone,0.4994236839552988,90919,0.7660721664935844,14844
2019,jun,19,121,Madison,0.5020372988082593,39730,0.70892479128822,6430
2019,jun,19,181,Warren,0.4072252283563953,37802,0.7288530647831953,6179
2019,jun,19,049,Dallas,0.5340727694540286,73373,0.7663406969188025,12025
2019,jun,19,153,Polk,0.4154663479948289,45471,0.734524048984812,7477
2019,jun,19,077,Guthrie,0.48337190383270734,64694,0.7345461209925271,10572
2019,jun,19,099,Jasper,0.3379064177385668,101691,0.7421045624149184,16713
2022,jun,19,149,Plymouth,0.5206665973676743,128777,0.7020307951799779,21135
2022,jun,19,193,Woodbury,0.4756856379776873,111659,0.6940269772692398,18413
2022,jun,19,027,Carroll,0.49426541179988687,97568,0.7212281691761194,16109
2022,jun,19,061,Dubuque,0.47187134595874336,73313,0.6936472561409732,12189
2022,jun,19,101,Jefferson,0.57412084252639,35816,0.7728711185809225,5910
2022,jun,19,187,Webster,0.5748874242929198,107563,0.7370759455379928,17695
2022,jun,19,111,Lee,0.5787583814266424,37711,0.7465550707165418,6165
2022,jun,19,127,Marshall,0.5721505744854374,81001,0.6940187606540961,13514
2022,jun,19,195,Worth,0.4937871543958994,64116,0.683018115239675,10652
2022,jun,19,033,Cerro Gordo,0.4901732334105143,91697,0.656983417527674,15156
2022,jun,19,051,Davis,0.5597881988059753,20654,0.7211260401790248,3392
2022,jun,19,179,Wapello,0.5769575145263333,28129,0.7785900600352567,4608
